,sentence,label
1582,eski prima daha iyidi  bu sizdiriyor yeşil tabaka li incecik  birde.  ,0
1583,son aldığımız paketten hiç memnun kalmadık. zaman zaman çocuğun üzerine geçirdi.,0
1584,"saç kurutma benim için önemli diyorsanız,2200 w güç yeterlidir,derim.",1
1585,"2 yaşında oğlum için aldım ve devamlı kullandığım bez, fakat 3 gün önce aldığım paket çok kötü çıktı,i̇ncelmiş ve çok sızdırma yapıyor. fiyat kampanya yaptıkça kaliteyi düşürüyorlar, i̇ade edeceği̇m....",0
1586,problemsiz alisveris oldu gayet iyi,1
1587,hiç boşuna para vermeyin sadece azcık köpürtüyor. seker de atamıyorsunuz. sade kahve latte ve cappucino hepsi aynı ,0
1588,maalesef uzun borular bır tarafı delık var bır tarafında delık yok.yapılan kurulum detayşı degıl yanlıs ben sacmalamıslar dıye dusundum gıttım bı demırcı delık deldırdım bılgınız olsun,0
1589,guzel urun,1
1590,"prima ürünlerini 3 çocuğumda kullandım son ürün daha emici bu kanallı fikri çok iyi tasarlanmış.teşekkürler prima ,teşekkürler hepsiburada anneler indirim kampanyalarınızı merakla bekliyor.",1
1591,kargoda problem yok. telefon 3 hafta sonra kapandi formatla acabildim.kamereda ekran buyukluk ayarlarinda gecis yaparken dalgalanma oluyordu.hoparlorden ara ara cizirti geliyor. edge ekranida nebilim ben kullanisli bulmadim.,0
1592,isıtma ve cay demlemede sorun yok iş yerinde kullanıyoruz 1 yıl icinde otomatik acma kapama düğmesi arızalanıyor ,0
1593,aldım ama hiç beğenmedim geldiğinde hediye almıştım mahçup oldum,0
1594,"uygun fıyat, hızlı teslımat. daha ne olsun",1
1595,tsk ederiz urunden cok memnun kaldik.,1
1596,guzel kokan acik parfumlerden farki olmayan kaliciligi sifir .almayin kesinlikle,0
1597,26 sında sipariş verdim 27 sinde geldi ancak daha öncede yaşadığım bir kaç marka üründe olduğu gibi bu üründe hiç bir işe yaramadı ve kullanmadan param çöpe gitti. tavsiye etmiyorum.sakın....,0
1598,klavye koruyucusu diye içinden çıkan ürün tam saçmalık.  zaten benim pcnin arka kapak kismi da düz değil o yuzden onu kullanamadim. pc yaninda hediye doye geldi ama gelmese de olurdu..,0
1599,malesef bende hic memnun kalmadim yaklasik 1.5 yildir kullanıyorum ama bazen tablet erimiyor. bazende tablet kapagi hic acilmiyor. tekrar tekrar yikamak zorunda kaliyorum. sepetleri sekli bicimsiz.,0
1600,kandırılmışım gibi hissediyorum. mavi ışığını gece lambası olarak kullanabilirsiniz. ,0
1601,bebeğim için harika bir ürün.ayrıca hepsiburada'ya hızlı kargolama için teşekkür ederim.,1
1602,uzun yıllardır gillette mach 3 sensitive  kullanıcısıyim bı deneyeyiyim diye aldım ama bence hayal kırıklığı bence vazgeçip mach 3 u geliştirebilirler mesela daha fazla kayganlastirici kullanabilirler ve daha fazla tras sayısına ulaşmaya çalışabilirler ancak pro glide olmamis,0
1603,ürün ne kadar etkili daha pek anlaşılmadı ancak bizim karıncalar pek takmıyor gibi... sinek veya fareler için bekleyip görmekte fayda var...,0
1604,yıllardır tv takip ediyorum.o kadar lg tv aldım bu modeli hiç beğenmedim her şeyi güzel.renk tonları canlı değil solgun alt yazıları titretiyor.kırmızı renkleri turuncu ile sarımtırak gösteriyor .,0
1605,piyasanın en iyisi. hızlı gönderi için teşekkürler...,1
1606,solo tuvalet kağıdı 24lü ürünü çok kaliteli sayılmaz. çok kalın değil. çok ince de denemez. ama yine de alınabilecek bir ürün.,0
1607,marka iyi ama urun.hic iyi degil hic tavsiye etmiyorum 2500 mah alin ayni hicbir fark yok ,0
1608,yenilenen kanallı bezler iyi değil. sürekli sızdırıyor. eskiler daha iyiydi.,0
1609,parfümlü olması hoş ama zımpara kağıdı gibi.....,0
1610,üstüne yok.,1
1611,"kalitesi de , fiyatı da çok iyi",1
1612,sıcak yaz günlerinde bile pişik olmadı. altı aydır kullanıyoruz ve gerçekten en kaliteli bebek bezi. ,1
1613,ürünü ilk günler sorunsuz kullanıyordum. şimdi 10 saatte şarjda kalsa hep tek led yanıyor 10 dakikada bütün şarjı bitiyor.,0
1614,aldığımda fiyat daha iyiydi.,1
1615,ürün güzel ama kargo bedava olsa daha iyi,1
1616,"i̇lk defa kargo biraz gecikti, haricinde başarılı",1
1617,ürün çok kaliteli değil fakat kira da oturuyorsanız fiyat olarak tatminkar.,0
1618,prima kalitesi kendini belli ediyor,1
1619,kizim dogdugundan beri kullaniyorum. tek kelimeyle mukemmel bir ürün. esi benzeri yok.,1
1620,aynı markanın eski bezlere nazaran daha ince altına yaptıgında sırtına kadar cıkıyor elbisede degistirmek zorunda kalıyoruz ürün daha kaliteli hale gelmeli bu markaya yakısmadı bu ürün,0
1621,az bi yakmadan baska bi ise yaramiyan bir urun cope attim,0
1622,saygılarımla ,0
1623,hiç ama hiç bir faydası yok. yakmaktan başka,0
1624,hem fiyatlar uygun hemde hızlı gönderi,1
1625,"ürünün geliş hızı müthiş, kalitesi tıpkı fotoğrafta görüldüğü gibi. fakat eğer ki sizin de dişleriniz ve diş etleriniz hassas ve mine tabakasına zarar vermesini istemiyorsanız bu ürünü tercih etmemelisiniz. kılları sert. benim canımı acıttı ve sızlamayan dişlerim sızlamaya başladı bir hayli. sensitive başlık sipariş vermek zorunda kaldım. ama yine de oral b kalitesi kıyaslanmaz hiç bir ürünle. hepsiburada güvenini de asla es geçemem :)",0
1626,çok iyi fiyat. tesekkurler ,1
1627,"kameral mukemmel ama telefon wifi problemi cikariyor baglanamiyorum bir turlu ,ekran koruyucu taktirmak istedigimde ise normal koruyucular olmuyor ekrandaki kavisten dolayi,sarj cihazi diger cihazlara uyum gostermiyor kalin bir giris yeri var , ses sistemi cok iyi ",0
1628,memnun kalmadığımı belirtmek istiyorum ocak tamamıyle batıyor hep yağ içinde sızdırmazlık tamamıyle hikaye arka tarafındaki hava boşluğundan ocak yağ içinde kalıyor almak isteyenler bunu göz önünde bulundurmalı,0
1629,kullanımı ve uygulaması iyi değil,0
1630,ürün bildiğiniz iphone anlatmaya gerek yok. ancak aynı gün kargo yazmasına rağmen 5 gün sonra kargolandı. müşteri temsilcisi ile yapılan görüşmede herhangi bir sonuç alınamadı.,0
1631,en iyi fiyat yine hepsiburada da teşekkürler,1
1632,baca çıkışı cok dar eger bacanız duvara ıse donusde zorluk yasarsınız ayrıca kalıte olarak cokda kalıtelı degıl eger az kullanacaksanız idare eder,0
1633,bunun kadar elektrik yakan makine görmedim,0
1634,gayet güzel ürün teşekkürler,1
1635,oğlum doğduğundan beri kullandığım tek marka prima ne pişik ne kızarıklık ne sızdırma hiç sıkıntı yaşamadım teşekkür ederim prima :)),1
1636,hıc bır yerde bu kadar ekonomık degıl ayrıca ayagınıza kadar gelıyor ıkızleım var hıc bır zaman marketten almadım tesekkurkerl hb,1
1637,bu kadar kalitesiz başka ürün görmedim,0
1638,ne yalan söyleyeyim hiç bir işe yaramadı kullanan arkadaşlar neye göre iyi diyorlar onuda anlamış değilim açıkçası,0
1639,1 haftadir kullaniyorum. gozlemlemeye devam ediyorum. ancak kullanmaya basladiktan sonra banyoyu karincalar basti. takip edip tekrar yazacagim.,0
1640,çok iyi ürün,1
1641,oğlum olduğundan bu yana kullanıyoruz gayet iyi helede kampanyadan indirimli aldınmı değme keyfe,1
1642,büyük bir hevesle aldığım bu makinadan hiç memnun değilim. çalışır durumda olan teknolojisi ni yenilemek için sorunu yokken değiştirdiğimiz eski bulaşık makinesi ni mumla arar olduk. samsung tam bir fiyasko oldu bizim için. deterjan konulan hazne lokasyonu yanlış. bulaşıklara takılıp kapak açılamıyor program bitip makinayı açtığınızda karşınıza ıslak bir ortam çıkıyor. teknik inceleme için gelen servis bunun normal olduğunu söyledi ve bu nedenle iade yada değişim yapılmamaktadır. tavsiye etmiyorum.,0
1643,"17,3 pc aldım, hediye olarak gönderilen 15,6 için  faydasız",0
1644,ürün 2 tane ama kutudan tek sarj alet ve tek taşıma  kutusu çıkıyor.  bunlsr büyük  eksiler. fircalama konusu başarılı ,0
1645,adet olarak çok ekonomik bu fiyatlara dışarda bulmak zor aynı ürün zaten gayet mantıklı alışveriş bence,1
1646,yıllardır gillette fusion kullanıyorum satın aldığım ürün gerçek gillette fusion a yaklaşamaz bile,0
1647,çok iyiiiiii,1
1648,ürün biraz geç geldi ama iyiydi,1
1649,"ürün jelatinsiz ve orjinal olduğu anlaşılmıyor.yurtdışından aynı ürünü aldığımda kalıcılığı daha fazlaydı veorjinla etiketleri vardı.bu üründe kalıcılık nerdeyse hiç yok.alırken düşünün bence, koku hemen uçuyor.parfüm içeriği az gibi.",0
1650,"ürünün en sağlam olması gereken yeri, fotoğrafta da görebileceğiniz çekme kolu. fakat bu aparat metal destekli değil, direkt basit bir plastik olduğu için geçen gün elimde kaldı. hem de hiçbir şekilde şiddet uygulamadım. şu an öylece duruyor, yapıştırma ihtimali de yok. keşke sağlam, basit başka bir ürün alsaydım dedirten bir ürün...",0
1651,nabiz ölçümü gün içerisinde otomatik yaptığını zannediyordum yanıldım. uyku izleyici gündüz uyuduğum süreleri görmezden gelmiş. adimsayar ve diğer özellikler iyi. yani alırken bunları göz önünde bulundurun.,0
1652,zaman zaman düşüyor.,1
1653,yazma ve okuma hızları beklediğim performansın çok altında çıktı.  bilgisayarın sistemine göre değerler çok değişiklik gösterebilmektedir,0
1654,uygun fiyat hızlı teslimat olduğu için tercihimiz hepsiburada.,1
1655,fiyatına göre idare eder.,0
1656,en iyi ürün en uygun fiyata hepsiburada,1
1657,tamam ürün fiyatı çok ucuz ama o fiyatı dahi etmez. tabiki ürünü çöpe atmadık kullanıyoruz ama dediğim gibi alınacak bir ürün değilmiş.,0
1658,fiyat iyi adet fazla kapıya kadar geliyor teşekkürler. ,1
1659,her gün traş olanlar alabilir değil hafta da 1 traş oluyorum diyaorsan yaklaşma mac3 doğru tercih olur 5 bıcak araları dar olduğu için doluyor mac3 daha geniş araya sahip bu detay çok önemli ben aldım pişmanım bıçaklar bitene kadar gün aşırı traş olacağız artık :))),0
1660,dikkat !,0
1661,resımde gorundugu gıbı kalıtelı degıl gereksız aldıgıma pişman oldum allah tan bir tane sıpariş vermiştim geldıgı koydum bir kenara duruyor istıyen olursa ben bedava ya verırım...,0
1662,saatin ekran ışığı çok düşük olduğu için rakamların okunması biraz zor. ayrıca saatin için analog saat modellerinin kılavuzu çıktı. kullanımı çözmek için epey zorlandım...,0
1663,kızım 20 aylık oldu. bu zaman kadar bir sıkıntım yoktu. yeni gelen koliden çıkan bezler ince ve rahatsız edici pişik yapmaya başladı. son iki koli aldım bin pişman oldum aldığıma. gidin en kötü bezi kullanın bunu almayın şiddetle tavsiye etmiyorum haberiniz olsun,0
1664,ürün mükemmel indirimler sayesinde cok kazancım oldu,1
1665,hızlı kargo kaliteli ürün teşekkürler,1
1666,piyasadan ucuz kargo bedava,1
1667,tabi ki bu fiyata fazla bir şey beklememek lazım. ,0
1668,"kokusu hiç kalıcı değil. 1-2 saat işimi görür derseniz alın, yoksa işe yaramaz",0
1669,urun güzel olmasına güzel ama kapak zor kapanıyor hiç güzel bir kapağı yok arçelik urunune yakismamis,0
1670,profesyonel değilseniz bence fiyat performans beklentinizi karşılar.,1
1671,ürün fiyatına göre gayet güzel ancak kargo biraz daha hızlı olabilir teşekkürler....,1
1672,plastik kalitesi iyi degil ve hafif ve etkisiz bir gorunum veriyor.kirmizi işikla frekans veri̇yor o kadar açiklamaya plastik kaliteside eklenseydi herkes daha memnun olurdu sanirim.,0
1673,"servis çok başarılı, marketten eve bez taşımanın artık bir manası kalmadı. ",1
1674,"aldım ama kafamda soru işaretleri var,,,",0
1675,kargo getirip teslim ediyor.bize yakın marketlerde bulunmuyor.o yüzden iyi. zaten değiştirmedik hiç hep prima hep prima.,1
1676,fiyatına göre çok iyi tavsiye ederim,1
1677,"hızlı kargo , piyasadaki en uygun fiyat",1
1678,13 aydır hep prima alıyorduk ve memnunduk. fakat son aldığım kutuda bezler çok kalitesiz ve sızdırıyor. kutunun üzerinde rusça bişeler yazıyor hatta. kalite düşük bu seride.,0
1679,"ürün çok basit bir ürün,her iki tarafı açık olan kapı altlarına konarsa rüzgarı ,tozu,böcek v.s girişini keser ama görüntüsü rahatsızlık verici",0
1680,kaliteli hızlı güvenilir.,1
1681,fiyatından oturu 2.kez alıp renklilerde kullanırım dediğim ve her seferinde asla bir daha almicam dedirten bir ürün. ,0
1682,paketlemede daha hassas davranılabilir. kutunun icine akmıştı diğer ürünlerim de deterjan olmuş. ürün kalitesi ve hızlı gönderi gayet başarılı ,0
1683,"hepsiburada.com uygun fiyat ve sorunsuz kargo ile ürünlerimi problemsiz teslim aldım. daha çok kampanya yapmasını istiyorum, masraflar çok :)) ",1
1684,ürünün kutusunun içinde 3 adet ayrı ayrı paketlenmiş halde 42'lik bezler var. kalitesi çok iyi. 1.5 yıldır kullanıyoruz. pişik ve benzeri hiç bir problem yaşamadık. tavsiye ederim.,1
1685,ürünü hbdeki yorumlara göre aldım ama çok memnun değilim kalıcılık konusunda fena değil ama koku biraz ağır.i̇lk önce deneyiniz sonra beğenirseniz alın,0
1686,"fresh bir koku,hafif ve yaz kullanımı için bu fiyata ideal bir parfüm,kalıcılığı ise deodoranttan biraz fazla,almadan önce testerini denemenizi tavsiye ederim!",0
1687,çok kötü hiç bir bebek bezinde bu kadar islakligi dışarı verdiğini görmemiştim hiç bez yok gibi çiş olduğu gibi disarda,0
1688,görüntüsü di̇ğer pri̇ma bezlere göre kötü. di̇ğer bezler gi̇bi̇ i̇nce ama suana kadar sizdirmadi,0
1689,fiyata göre aşırı iyi ürün,1
1690,"sadece daha iyi foto, video kalitesi için almak isteyen varsa buyursun. kasa bile neredeyse eskisinden farksız.",0
1691,kargom 2 3 güne elime ulaştı kampanyalı olduğu için çeyizime aldım. çok paralar verip aynı işi gören makinaları almak ne kadar mantıklı bilemiyorum. ama şunu unutmamak gerek uygun fiyatla kaliteyi bulmak istiyorsan bu site tam size göre ,1
1692,hızlı kargo için teşekkürler,1
1693,üflemesi kuvetli değil.... yorumlara bakarak aldım... fakat diğer yorumlardaki gibi güçlü bir üflemesi yok.... genede güzel sıcaklık ayarları kullanışlı... soğuk üfleme düğmeside başarılı .... ev kullanımı için ideal sayılır... ,1
1694,"ürünü bir senedir kullanıyorum. ve hiç memnun değilim . bir tarafa çamaşır astığımda , sanki her an düşücek gibi duruyor. balkonda frenleri kapatmama rağmen rüzgar da askılık uçup gidiyordu az kalsın.:( ",0
1695,prima zaten kendisini piyasaya kabul ettirmiş. çok kaliteli bir marka yıllardır çocuklarım için kullanıyoruz çok memnunuz. teşekkürler,1
1696,sineklerin bir üzerine gidip s.çmadığı kaldı. karıncaların da haberi yok bu ürünün prize takılı olduğundan. :(,0
1697,ürün oldukça güzel fiyatına göre özellikle ben çok beğendim tavsiye ederim ,1
1698,her zamanki gibi kaliteli iki cocugum icinde vazgecilmrz markamiz,1
1699,çok kullanışlı değil benim hoşuma gitmedi.,0
1700,çok memnun kaldık herkese tavsiye ederim ,1
1701,ürün beklentilerin aşasında hiç tavsiye etmem,0
1702,üründe sıkıntı yok ancak kargo geç geldi,0
1703,süper  bez çok memnunum iyiki varsın  tşk,1
1704,"fosfat içermez,petrokimyasal içermez içermemesi gereken birçok şey olmasına rağmen ürün özelliklerinde maalesef hiçbirini okuyamadım dandirik bir fırca tasarlamışlar en iyi yaptığı şey leke çıkarmakmış......lekeler bebeklerden daha önemli ee tabii annelerin aldığı bilmem kaç paralık marka kıyafetleri lekeli giydirmek olmaz......",0
1705,sanırım karıncalarda ile yaramıyor çünkü 3 haftadır takılı karıncalar çogalarak ve daha büyük şekilde çıkmaya devam etti. diger böceklerde ile yararmı bilmem ama karınca için alacaklara tavsi̇ye etmi̇yorum..,0
1706,gayet güzel bir ürün fiayatıda heryere göre uygun teşekkürler hb..,1
1707,zamaninda kargolama ve urunde de her sey normal...,1
1708,kesinlikle tereddüt etmeden tavsiye edebilirim bu fiyata çok çok iyi.. ,1
1709,arkadaslar gunduz sikinti yok.gece cocuk sirilsiklam oluyor.yeni mikro teknolojisi berbat kaciriyor.bi önceki versiyonda sikinti yoktu...,0
1710,iki yıldan beri kullanıyoruz kaliteli ve zamanında teslim.,1
1711,kullandıktan sonra yorum yapıyorum sızdırıyor günde iki bez kullandığımız çocuk şimdi 4 ten aşağı bezlenmiyor. uygun fiyata almıştık fiyatına göre muamele yaptı..,0
1712,"parcalar birbirine neredeyse gecmeyecek derecede siki ayarlanmis, kurarken caniniz cikiyor. sonrasinda da cok kolayca baglanti noktalari kiriliyor. 6 aylik bir kedi raflarda dolasirken parcalar kirilabiliyor. kedi yatagi olarak is goruyor",0
1713,"hb nin hizmet kalitesine lafım yok ama solo kaliteyi baya bir düşürdü, sıradan bir markadan hiç bir farkı kalmadı diyebilirim. bu nedir ya ben solo deyince emici yumaşacık ve dağılmayan bir ürün beklerdim ama tam tersi ile karşılaştım, sanırım marka değiştirmek zorunda kalacağız.",0
1714,"eski urunler gibi degil. daha ince ve sizdiriyor. 2 yildir cocugun kiyafetine sizma olmadi ancak son aldigim bezlerde neredeyse hergun kiyafetine sizma oluyor. eski bezlerimle kiyasladim, hem daha ince, renk tonu farkli, cizgiler ve yazilar farkli. tavsiye etmiyorum almayin.",0
1715,gercekten guzel bir urun ve hepsiburada.com fiyati ve hizli kargosuyla takdiri hakediyor.,1
1716,ürün bildiğin sünger kapıyla birlikte hareketi çok zor halı falan varsa zaten hiç işlem yapmıyor açılıp kapanmaz bunu alacağınıza sünger alın yapıştırsaydım kapının arkasına daha iyi aldık bir kere ama son alışım,0
1717,aldigim urun cok guzel asıllı da hepsiburada ya teşekkür ederim: ),1
1718,makina şuanlık iyi gözüküyor yıkıyor işte :),0
1719,indirim olduğunda kaçırmıyorum hepsiburadadan alıyorum. şimdiye kadar sorun yaşamadım.,1
1720,"ne kadar bilişim kurdu olursanız olun değmez, mail+office+rdp+whatsapp+skype+facebook+twitter+instagram+fotoğraf+video+bu ve bunlar gibilerini uzun süre rahatça donma kasma yapmadan windows phone larda bulabilirsiniz.",0
1721,yeni çıkan primalar  sözde emici özelliği varmış ama malesef tam tersine hiç emmiyo ve pişik olmasına sebep oluyo  3-5 kuruş hesabı yaparken bir kutu bez çöpe gitti allahtan hepsiburada gibi dürüst satıcılar var diğer kutuyu sorgusuz sualsiz geri aldı buda bize ders oldu emici kanallar yalanina inanmiyacagiz  hepsiburada ya 5  yıldız süper hızlı ilgi alaka 10 numara,0
1722,güzel fiyat.....,1
1723,bebeğimize ilk günden beri kullandığımız tek sorunsuz ve sıkıntısız harika memnun olduğumuz bir bez teşekkürler hepsiburada ????,1
1724,markette satılanlardan daha sert gibi sanki bunu anlayamadım tabi. ancak fiyatı fena değil . alınabilir tavsiye ederim. memnunuz ,0
1725,"tamam iyi fırçalıyor tamam iyi temizliyor ama 28 dakikalık bi çalışma sonrasında 22 saat boyunca şarj etmek nedir. şarj süresi çalışma süresinin 44 katı. o 28 dakikalık çalışma süresinde bu cihaz atom mu parçalıyor , lazer mi atıyor gurban olduğum biri bana bunu açıklasın lütfen. ",0
1726,ürünü siparisini verdikten kisa bi zamanda bezler elime ulasti.,1
1727,arkadaslar hic bir ise yaramiyor bosuna almayin,0
1728,"ürün aynı fakat kargo konusunda sıkıntı yaşadım perşembe sipariş verdim aynı gün kargo diyordu, pazartesi elime ulaştı.",0
1729,hic bir işe yaramiyor cok gereksiz kimseye tavsiye etmiyorum,0
1730,almayı düşünenler kesinlikle indirim bitmeden alsın. parasının kat ve kat fazlası bir performansı olan saç kurutma makinası. teşekkürler hb.,1
1731,"yerli bir ürün olması ile tercih ettim ancak malzeme kalitesi iyi değil, kanal yenileme hızı çok kötü (4 sn)",0
1732,eski bezler daha kaliteli ve daha kullanisliydi. yeni bezler biraz malzeme kalitesi düşük ve bant yerleri sert çekince kopuyor. onun harici bir sorunu yok ama doğruya doğru prima kalitesini düşürdü. ama şu an için prima dan iyisi yok,1
1733,biraz fazla ses çıkartıyor ama işi iyi yapıyor :)),1
1734,fiyat ve kargo konusunda memnun kaldım. teşekkür ederim. tavsiye ederim.,1
1735,kesinlikle eski ürünler gibi değil. dikkat edin.ince ve sızdırıyor. paketinin üstünde bulgarca yazıyor sanırım fazla kalan ürün.diğer primalar gibi değil.beğenmedim.,0
1736,parasinin karşiliği bu olmamali montajini yaptim söküp yeni̇den kargolama derdi̇ olmasa geri̇ i̇ade edeceği̇m. kilifi kali̇tesi̇z açiklamasinda yazan gi̇bi̇ alin başka yerde yeni̇den montajini yapin kullanin zor bi̇r daha bi̇r araya gelmez fermuarlari kötü montajdan sonra kilif i̇skelete uymuyor zorlarsaniz fermuarlar atiyor paket i̇çi̇nden her bi̇r parçadan yedek çikiyor deni̇yor yalan tek fazlalik yok. ayrica orta büyük raflar yerleri̇nde torba yapmiş durumda ölçüsünde di̇ki̇lmemi̇ş. tavsi̇ye etmi̇yorum. yillarca bu si̇teden almiş olduğum en kötü ürün,0
1737,"kesinlikle bir işe yaramadı paraniza yazık etmeyin , bunlar sağlık ürünü olarak geçtiği için içerisinde reçete adına bir şey yok bence boş bir ürün",0
1738,gayet hesaplı.hızlı kargo,1
1739,hız normal bu boyut için... ,0
1740,ürün marketlerde satılanlar ile aynı performansta. sorun yaşayanları okuyunca biraz çekinmiştim ancak sorunsuz bir kullanımımız oldu. fiyat/performans çok iyi. kargolama ve ulaşma hızı olması gerektiği gibi. çok iyi. sonuç: çok iyi! :),1
1741,başarılı bir ürün tavsiye ederim,1
1742,pişik yapıyor,0
1743,kırmızı ışığı var...,0
1744,zamaninda teslimat tesekkurler,1
1745,(1 gün sonra elimde olması daha da güzel),1
1746,canları sağ olsun.,1
1747,aynı gün elimdeydi,1
1748,hızlı şarj etmiyor 2 doldurmada hemen bitiyor. sıkıntı ..,0
1749,başarılı ekonomik,1
1750,piyasayla karşılaşılamayacak kadar uygun,1
1751,hb den laptop almıştım. yanında hediye verildi. hiç kullanmadım çünkü kullanılacak gibi değil. para verip almak büyük hata olur.,0
1752,"öncelikle ürünün schafer markasıyla bir alakası olduğunu sanmıyorum. hiçbir yerinde, kutu dahil, öyle bir şey de yazmıyor zaten. çok kaliteli bir malzemeden üretilmemiş. kesim yerlerinden belli ediyor bunu. nette daha uygun fiyata bulabileceğiniz bir ürün ayrıca. beklediğim gibi çıkmadı açıkcası. yorumları okumadan aldığım için pişman oldum",0
1753,hic tavsiye etmiyom arkadaslar. bi kere cok buyuk sinyalizasyon sorunu var. internet cekmiyo cubuk bir yada en fazla iki gosteriyo. kamerada donmalar var anı yakala yazmislar ama resmi cekmek icin bile bes saat ayni pozisyonda  beklemen gerek. hafizasi cok az iki oyun indirdim bitdi zaten.sarj telfonu gece sabaha kdr doldurdum bir saat vidyo izle oglen bir iki gbi bitdi.  dokunmatikde sinir bozmaya basladi bes alti kere ayni yere basiyom. (ekran koruyucudan olabilir) tek yonu iyi bnm gibi buyuk telfon seviyosaniz goruntusu cok ?ık okadar. ,0
1754,telefon tarz olarak fena değil ama fotoğraf çekim konusunda örneğin samsung j serisine kıyasla kamerası çok kötü nerdeyse vga kamera.kesinlikle tavsiye etmiyorum.ses kalitesi güzel.şarjı da orta derecede. normal sosyal medya kullanımında sabahtan akşama zor çıkarıyor. kısacası ses dışında tavsiye etmiyorum.,0
1755,küçük.,0
1756,"ürünü kullanabilsem iyi, fakat dış kapıya uygun değil. iki yükseltinin arasındaki boşluk oda kapılarının genişliği kadar. almamdaki amaç çelik dış kapının altına koymaktı fakat, aradaki yer bu kalınlıkta olmadığı için kullananıyorum.",0
1757,bilgisayarım hiç bir cihaz olmadan 2 diş çekiyodu.cihazı bağlayınca en fazla 3 diş oldu.,0
1758,"çok memnun kaldik.bu siteden ilk alış-verişim hızlı kargo,kargonun davranışı şimdilik harika",1
1759,ürünü önceden de almıştım ancak eski olan daha iyi ve kaliteli idi ayrıca boyut olarak bu daha küçük bilginiz olsun iki kutu almıştım birini iade etmem gerekti tabi bunun hepsiburada ile bir alakası yok ,1
1760,güzellll,1
1761,hiç bir etkisi yok daha önce denedigim bazı markalar yakıyordu ufaktan bir etki oluyordu uyusma gibi ama bunda hiç bir sey yokkkk ,0
1762,yastık çok yüksek değil alçak denilebilir. altına yastık koyuyorum ben. elinizle bastırdığınızda yumuşacık geliyor. başınızın yastığa gömüleceğini düşünüyorsunuz. ama başınızı koyduğunuzda o yastık sanki bir taş oluyor. başınız kesinlikle yastığa gömülmüyor. fotoğraftaki gibi de eğimli değil dümdüz neredeyse.,0
1763,"prima'nın yerini hiç bir bez tutmaz, çok memnunuz. 1-2-3-4 bedenlerini bebeğimiz doğmadan buradan aldım.",1
1764,beklediğimiz ürün ve hızlı kargo tşk,1
1765,memnun değilim yeni primadan sızdırıyor ve kötü kokuyor,0
1766,kaliteli ve uygun. başka beze gerek yok.,1
1767,hizli kargo güzel paketleme sorunsuz alişveri̇ş performansini bi̇lmi̇yorum çeyi̇z i̇çi̇n aldim makul fi̇yat teşekkürederi̇m hepsi̇burada.com,1
1768,bütün bezleri denedim ama yenilendikten sonra tek tercihim prima oldu mega paket alıyorum hem ekonomik oluyor hemde kolay kolay bitme derdi olmuyor.,1
1769,çok güzel,1
1770,fiyatının hakkını gayet iyi verdi.,1
1771,çok kali̇teli̇ ve hesapli...,1
1772,"ürün eski ürün değil , çok kalitesiz , faturasını atmasam iade edecektim , çocugu pişik yaptı resmen , böyle bir ürün satmak size hiç yakışmadı.",0
1773,cihaz zamanında elime ulaştı ve ıphone telefonumu 6 defa şarj edebiliyorum ancak cihaz diğer cihazlara göre oldukça ağır bunu göz önünde bulundurmanızı tavsiye ediyorum.,0
1774,ürün çok sallanıyor. ücret verimlilik bakımından yetersiz. ,0
1775,bende işe yaramadı,0
1776,ben samsung markasına ve belirtilen özelliklerine en önemlisi hepsiburada.com sitesine güvenerek aldım. ancak tam bir hayal kırıklığı. ben samsung kullanıcıyım. bu telefonu maalesef tavsiye edemem. ,0
1777,ilk 3 numaraya geçtiğimizde ürünü çok begendik fakat daha sonra değişti bebeğimin iç çamaşırı sanki nemli gibi oluyor kaliteyi dusurduler,0
1778,diğer bezler ile kıyaslanamaz. bizim ufaklıkların vazgeçilmezi. tavsiye olunur...,1
1779,hiç bir sorun yaşamadan kullandığımız çok kaliteli bir bebek bezi herkese tavsiye ederim.,1
1780,oğlum doğduğundan beri kullanıyoruz. çok memnunuz. kargo çok hızlı geliyor.,1
1781,kizlarima hep buradan pri̇ma aliyorum hem ekonomi̇k ve hemde kali̇te,1
1782,değerlendirmede ortalaması iyi olmasına aldanmayın..yapılan güzel yorumlar benim gibi eski üründen dolayı verilmiş puanlardan kaynaklı.. yenisini kardeşim kullandı berbat..kokuyor ve kaçırıyor...marka ivedi bir şekilde kendini yenilemeli..bugüne kadar primadan başka bez kullanmadım..şimdi piyasada eski bezlerden arıyorum...yada başka markaya yöneleceğim..,0
1783,gayet kullanışlı ,1
1784,güzeldi bi sorun yaşamadım ,1
1785,"uygun fiyat, hızlı teslimat",1
1786,"aspiratörü montaj yapmadan fişe takıp bakmış ve hava üflemesi nedeniyle o kadar umutlanmıştım ki, ama o üfleme maalesef çekim gücü değil.i̇şin sıkıntısı da burda . ses var ama hiç çekim yok.elinizi alt taraftaki filtresine yanaştırın ve bakın , asla elinizde çekime dair hava akımı hissetmiyorsunuz. ",0
1787,yaklaşık bir haftadır kullanıyoruz.sert ve güzel .fakat visco özelliğini daha hissedemedim. visco özelik arayanlar ve bel ağrısı olanlar biraz daha araştırsınlar. eski yatağa göre bel ağrısı çekmiyorum ama çok da rahat uyumadım. fiyatına göre fena değil tabi ki de,0
